GFDL_varname,CMOR_varname,standard_name,long_name,mipTable,cmor_units
difmxylo,difmxylo,ocean_momentum_xy_laplacian_diffusivity,ocean momentum xy laplacian diffusivity,Oyr,m2 s-1,
difmxybo,difmxybo,ocean_momentum_xy_biharmonic_diffusivity,ocean momentum xy biharmonic diffusivity,Oyr,m4 s-1,
dispkexyfo,dispkexyfo,ocean_kinetic_energy_dissipation_per_unit_area_due_to_xy_friction,ocean kinetic energy dissipation per unit area due to xy friction,Oyr,W m-2,
masso,masso,sea_water_mass,Sea Water Mass,Omon,kg,
pbo,pbo,sea_water_pressure_at_sea_floor,Sea Water Pressure at Sea floor,Omon,Pa,
pso,pso,sea_water_pressure_at_sea_water_surface,Sea Water Pressure at Sea Water Surface,Omon,Pa,
volo,volo,sea_water_volume,Sea Water Volume,Omon,m3,
zos,zos,sea_surface_height_above_geoid,Sea Surface Height Above Geoid,Omon,m,
zossq,zossq,square_of_sea_surface_height_above_geoid,Square of Sea Surface Height Above Geoid,Omon,m2,
zostoga,zostoga,global_average_thermosteric_sea_level_change,Global Average Thermosteric Sea Level Change,Omon,m,
masscello,masscello,sea_water_mass_per_unit_area,Sea Water Mass Per Unit Area,Omon,kg m-2,
thkcello,thkcello,cell_thickness,Ocean Model Cell Thickness,Omon,m,
thetao,thetao,sea_water_potential_temperature,Sea Water Potential Temperature,Omon,degC,
thetaoga,thetaoga,sea_water_potential_temperature,Global Average Sea Water Potential Temperature,Omon,degC,
bigthetao,bigthetao,sea_water_conservative_temperature,Sea Water Convervative Temperature,Omon,degC,
bigthetaoga,bigthetaoga,sea_water_conservative_temperature,Global Average Sea Water Conservative Temperature,Omon,degC,
tos,tos,sea_surface_temperature,Sea Surface Temperature,Omon,degC,
tob,tob,sea_water_potential_temperature_at_sea_floor,Sea Water Potential Temperature at Sea Floor,Omon,degC,
tosga,tosga,sea_surface_temperature,Global Average Sea Surface Temperature,Omon,degC,
tossq,tossq,square_of_sea_surface_temperature,Square of Sea Surface Temperature,Omon,degC2,
so,so,sea_water_salinity,Sea Water Salinity,Omon,0.001,
soga,soga,sea_water_salinity,Global Mean Sea Water Salinity,Omon,0.001,
sos,sos,sea_surface_salinity,Sea Surface Salinity,Omon,0.001,
sob,sob,sea_water_salinity_at_sea_floor,sea water salinity at sea floor,Omon,0.001,
agessc,agessc,sea_water_age_since_surface_contact,Sea Water Age Since Surface Contact,Omon,yr,
msftbarot,msftbarot,ocean_barotropic_mass_streamfunction,Ocean Barotropic Mass Streamfunction,Omon,kg s-1,
mlotst,mlotst,ocean_mixed_layer_thickness_defined_by_sigma_t,Ocean Mixed Layer Thickness Defined by Sigma T,Omon,m,
mlotstsq,mlotstsq,square_of_ocean_mixed_layer_thickness_defined_by_sigma_t,Square of Ocean Mixed Layer Thickness Defined by Sigma T,Omon,m2,
uo,uo,sea_water_x_velocity,Sea Water X Velocity,Omon,m s-1,
vo,vo,sea_water_y_velocity,Sea Water Y Velocity,Omon,m s-1,
wmo,wmo,upward_ocean_mass_transport,Upward Ocean Mass Transport,Omon,kg s-1,
umo,umo,ocean_mass_x_transport,Ocean Mass X Transport,Omon,kg s-1,
vmo,vmo,ocean_mass_y_transport,Ocean Mass Y Transport,Omon,kg s-1,
msftmz,msftmz,ocean_meridional_overturning_mass_streamfunction,Ocean Meridional Overturning Mass Streamfunction,Omon,kg s-1,
msftmrho,msftmrho,ocean_meridional_overturning_mass_streamfunction,Ocean Meridional Overturning Mass Streamfunction,Omon,kg s-1,
msftyz,msftyz,ocean_y_overturning_mass_streamfunction,Ocean Y Overturning Mass Streamfunction,Omon,kg s-1,
msftyrho,msftyrho,ocean_y_overturning_mass_streamfunction,Ocean Y Overturning Mass Streamfunction,Omon,kg s-1,
msftmzmpa,msftmzmpa,ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_mesoscale_eddy_advection,ocean meridional overturning mass streamfunction due to parameterized mesoscale advection,Omon,kg s-1,
msftmrhompa,msftmrhompa,ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_mesoscale_eddy_advection,ocean meridional overturning mass streamfunction due to parameterized mesoscale advection,Omon,kg s-1,
msftyzmpa,msftyzmpa,ocean_y_overturning_mass_streamfunction_due_to_parameterized_mesoscale_eddy_advection,ocean Y overturning mass streamfunction due to parameterized mesoscale advection,Omon,kg s-1,
msftyrhompa,msftyrhompa,ocean_y_overturning_mass_streamfunction_due_to_parameterized_mesoscale_eddy_advection,ocean Y overturning mass streamfunction due to parameterized mesoscale advection,Omon,kg s-1,
msftmzsmpa,msftmzsmpa,ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_submesoscale_eddy_advection,ocean meridional overturning mass streamfunction due to parameterized submesoscale advection,Omon,kg s-1,
msftyzsmpa,msftyzsmpa,ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_submesoscale_eddy_advection,ocean Y overturning mass streamfunction due to parameterized submesoscale advection,Omon,kg s-1,
hfbasin,hfbasin,northward_ocean_heat_transport,Northward Ocean Heat Transport,Omon,W,
hfbasinpmadv,hfbasinpmadv,northward_ocean_heat_transport_due_to_parameterized_mesoscale_eddy_advection,northward ocean heat transport due to parameterized mesoscale advection,Omon,W,
hfbasinpmdiff,hfbasinpmdiff,northward_ocean_heat_transport_due_to_parameterized_mesoscale_eddy_diffusion,northward ocean heat transport due to parameterized mesoscale diffusion,Omon,W,
hfbasinpsmadv,hfbasinpsmadv,northward_ocean_heat_transport_due_to_parameterized_submesoscale_eddy_advection,northward ocean heat transport due to parameterized submesoscale advection,Omon,W,
hfbasinpadv,hfbasinpadv,northward_ocean_heat_transport_due_to_parameterized_eddy_advection,northward ocean heat transport due to parameterized eddy advection,Omon,W,
hfx,hfx,ocean_heat_x_transport,Ocean Heat X Transport,Omon,W,
hfy,hfy,ocean_heat_y_transport,Ocean Heat Y Transport,Omon,W,
htovgyre,htovgyre,northward_ocean_heat_transport_due_to_gyre,Northward Ocean Heat Transport due to Gyre,Omon,W,
htovovrt,htovovrt,northward_ocean_heat_transport_due_to_overturning,Northward Ocean Heat Transport due to Overturning,Omon,W,
sltovgyre,sltovgyre,northward_ocean_salt_transport_due_to_gyre,Northward Ocean Salt Transport due to Gyre,Omon,kg s-1,
sltovovrt,sltovovrt,northward_ocean_salt_transport_due_to_overturning,Northward Ocean Salt Transport due to Overturning,Omon,kg s-1,
mfo,mfo,sea_water_transport_across_line,Sea Water Transport,Omon,kg s-1,
prsn,prsn,snowfall_flux,Snowfall Flux where Ice Free Ocean over Sea,Omon,kg m-2 s-1,
evs,evs,water_evapotranspiration_flux,Water Evaporation Flux Where Ice Free Ocean over Sea,Omon,kg m-2 s-1,
friver,friver,water_flux_into_sea_water_from_rivers,Water Flux into Sea Water From Rivers,Omon,kg m-2 s-1,
ficeberg,ficeberg,water_flux_into_sea_water_from_icebergs,Water Flux into Sea Water From Icebergs,Omon,kg m-2 s-1,
ficeberg2d,ficeberg2d,water_flux_into_sea_water_from_icebergs,Water Flux into Sea Water From Icebergs,Omon,kg m-2 s-1,
fsitherm,fsitherm,water_flux_into_sea_water_due_to_sea_ice_thermodynamics,Water Flux into Sea Water due to Sea Ice Thermodynamics,Omon,kg m-2 s-1,
wfo,wfo,water_flux_into_sea_water,Water Flux into Sea Water,Omon,kg m-2 s-1,
wfonocorr,wfonocorr,water_flux_into_sea_water_without_flux_correction,Water Flux into Sea Water Without Flux Correction,Omon,kg m-2 s-1,
wfcorr,wfcorr,water_flux_correction,Water Flux Correction,Omon,kg m-2 s-1,
vsfpr,vsfpr,virtual_salt_flux_into_sea_water_due_to_rainfall,Virtual Salt Flux into Sea Water due to Rainfall,Omon,kg m-2 s-1,
vsfevap,vsfevap,virtual_salt_flux_into_sea_water_due_to_evaporation,Virtual Salt Flux into Sea Water due to Evaporation,Omon,kg m-2 s-1,
vsfriver,vsfriver,virtual_salt_flux_into_sea_water_from_rivers,Virtual Salt Flux into Sea Water From Rivers,Omon,kg m-2 s-1,
vsfsit,vsfsit,virtual_salt_flux_into_sea_water_due_to_sea_ice_thermodynamics,Virtual Salt Flux into Sea Water due to Sea Ice Thermodynamics,Omon,kg m-2 s-1,
vsf,vsf,virtual_salt_flux_into_sea_water,Virtual Salt Flux into Sea Water,Omon,kg m-2 s-1,
vsfcorr,vsfcorr,virtual_salt_flux_correction,Virtual Salt Flux Correction,Omon,kg m-2 s-1,
sfdsi,sfdsi,downward_sea_ice_basal_salt_flux,Downward Sea Ice Basal Salt Flux,Omon,kg m-2 s-1,
sfriver,sfriver,salt_flux_into_sea_water_from_rivers,Salt Flux into Sea Water from Rivers,Omon,kg m-2 s-1,
hfgeou,hfgeou,upward_geothermal_heat_flux_at_sea_floor,Upward Geothermal Heat Flux at Sea Floor,Omon,W m-2,
hfrainds,hfrainds,temperature_flux_due_to_rainfall_expressed_as_heat_flux_into_sea_water,Temperature Flux due to Rainfall Expressed as Heat Flux into Sea Water,Omon,W m-2,
hfevapds,hfevapds,temperature_flux_due_to_evaporation_expressed_as_heat_flux_out_of_sea_water,Temperature Flux due to Evaporation Expressed as Heat Flux Out of Sea Water,Omon,W m-2,
hfrunoffds,hfrunoffds,temperature_flux_due_to_runoff_expressed_as_heat_flux_into_sea_water,Temperature Flux due to Runoff Expressed as Heat Flux into Sea Water,Omon,W m-2,
hfrunoffds2d,hfrunoffds2d,temperature_flux_due_to_runoff_expressed_as_heat_flux_into_sea_water,Temperature Flux due to Runoff Expressed as Heat Flux into Sea Water,Omon,W m-2,
hfsnthermds,hfsnthermds,heat_flux_into_sea_water_due_to_snow_thermodynamics,Heat Flux into Sea Water due to Snow Thermodynamics,Omon,W m-2,
hfsnthermds2d,hfsnthermds2d,heat_flux_into_sea_water_due_to_snow_thermodynamics,Heat Flux into Sea Water due to Snow Thermodynamics,Omon,W m-2,
hfsifrazil,hfsifrazil,heat_flux_into_sea_water_due_to_freezing_of_frazil_ice,Heat Flux into Sea Water due to Frazil Ice Formation,Omon,W m-2,
hfsifrazil2d,hfsifrazil2d,heat_flux_into_sea_water_due_to_freezing_of_frazil_ice,Heat Flux into Sea Water due to Frazil Ice Formation,Omon,W m-2,
hfibthermds,hfibthermds,heat_flux_into_sea_water_due_to_iceberg_thermodynamics,Heat Flux into Sea Water due to Iceberg Thermodynamics,Omon,W m-2,
hfibthermds2d,hfibthermds2d,heat_flux_into_sea_water_due_to_iceberg_thermodynamics,Heat Flux into Sea Water due to Iceberg Thermodynamics,Omon,W m-2,
rsntds,rsntds,net_downward_shortwave_flux_at_sea_water_surface,Net Downward Shortwave Radiation at Sea Water Surface,Omon,W m-2,
rsdo,rsdo,downwelling_shortwave_flux_in_sea_water,Downwelling Shortwave Radiation in Sea Water,Omon,W m-2,
hfcorr,hfcorr,heat_flux_correction,Heat Flux Correction,Omon,W m-2,
hfds,hfds,surface_downward_heat_flux_in_sea_water,Downward Heat Flux at Sea Water Surface,Omon,W m-2,
tauuo,tauuo,surface_downward_x_stress,Surface Downward X Stress,Omon,N m-2,
tauvo,tauvo,surface_downward_y_stress,Surface Downward Y Stress,Omon,N m-2,
tauucorr,tauucorr,surface_downward_x_stress_correction,Surface Downward X Stress Correction,Omon,N m-2,
tauvcorr,tauvcorr,surface_downward_y_stress_correction,Surface Downward Y Stress Correction,Omon,N m-2,
tossq,tossq,square_of_sea_surface_temperature,Square of Sea Surface Temperature,Oday,degC2,
tos,tos,sea_surface_temperature,Sea Surface Temperature,Oday,degC,
sos,sos,sea_surface_salinity,Sea Surface Salinity,Oday,0.001,
agesno,agesno,age_of_surface_snow,Snow Age,LImon,day,
albisccp,albisccp,cloud_albedo,ISCCP Mean Cloud Albedo,CFday,1,
albisccp,albisccp,cloud_albedo,ISCCP Mean Cloud Albedo,CFmon,1,
areacella,areacella,cell_area,Grid-Cell Area for Atmospheric Variables,fx,m2,
baresoilFrac,baresoilFrac,area_fraction,Bare Soil Percentage,Lmon,%,
burntFractionAll,burntFractionAll,area_fraction,Percentage of Entire Grid cell  that is Covered by Burnt Vegetation (All Classes),Lmon,%,
c3PftFrac,c3PftFrac,area_fraction,Percentage Cover by C3 Plant Functional Type,Lmon,%,
c4PftFrac,c4PftFrac,area_fraction,Percentage Cover by C4 Plant Functional Type,Lmon,%,
cCwd,cCwd,wood_debris_mass_content_of_carbon,Carbon Mass in Coarse Woody Debris,Lmon,kg m-2,
cLeaf,cLeaf,leaf_mass_content_of_carbon,Carbon Mass in Leaves,Lmon,kg m-2,
cLitter,cLitter,litter_mass_content_of_carbon,Carbon Mass in Litter Pool,Lmon,kg m-2,
cLitterAbove,cLitterAbove,surface_litter_mass_content_of_carbon,Carbon Mass in Above-Ground Litter,Lmon,kg m-2,
cLitterBelow,cLitterBelow,subsurface_litter_mass_content_of_carbon,Carbon Mass in Below-Ground Litter,Lmon,kg m-2,
cProduct,cProduct,carbon_mass_content_of_forestry_and_agricultural_products,Carbon Mass in Products of Land Use Change,Lmon,kg m-2,
cRoot,cRoot,root_mass_content_of_carbon,Carbon Mass in Roots,Lmon,kg m-2,
cSoilFast,cSoilFast,fast_soil_pool_mass_content_of_carbon,Carbon Mass in Fast Soil Pool,Lmon,kg m-2,
cSoilMedium,cSoilMedium,medium_soil_pool_mass_content_of_carbon,Carbon Mass in Medium Soil Pool,Lmon,kg m-2,
cSoilSlow,cSoilSlow,slow_soil_pool_mass_content_of_carbon,Carbon Mass in Slow Soil Pool,Lmon,kg m-2,
cVeg,cVeg,vegetation_carbon_content,Carbon Mass in Vegetation,Lmon,kg m-2,
ccb,ccb,air_pressure_at_convective_cloud_base,Air Pressure at Convective Cloud Base,Amon,Pa,
ccb,ccb,air_pressure_at_convective_cloud_base,Air Pressure at Convective Cloud Base,CFday,Pa,
cct,cct,air_pressure_at_convective_cloud_top,Air Pressure at Convective Cloud Top,Amon,Pa,
cct,cct,air_pressure_at_convective_cloud_top,Air Pressure at Convective Cloud Top,CFday,Pa,
cfc113global,cfc113global,mole_fraction_of_cfc113_in_air,Global Mean Mole Fraction of CFC113,Amon,1e-12,
cfc11global,cfc11global,mole_fraction_of_cfc11_in_air,Global Mean Mole Fraction of CFC11,Amon,1e-12,
cfc12global,cfc12global,mole_fraction_of_cfc12_in_air,Global Mean Mole Fraction of CFC12,Amon,1e-12,
ch4,ch4,mole_fraction_of_methane_in_air,Mole Fraction of CH4,Amon,mol mol-1,
ch4global,ch4global,mole_fraction_of_methane_in_air,Global Mean Mole Fraction of CH4,Amon,1e-09,
ci,ci,convection_time_fraction,Fraction of Time Convection Occurs,Amon,1,
cl,cl,cloud_area_fraction_in_atmosphere_layer,Cloud Area Fraction,Amon,%,
cl,cl,cloud_area_fraction_in_atmosphere_layer,Cloud Area Fraction in Atmosphere Layer,CFday,%,
clc,clc,convective_cloud_area_fraction_in_atmosphere_layer,Convective Cloud Area Fraction,CF3hr,%,
clc,clc,convective_cloud_area_fraction_in_atmosphere_layer,Convective Cloud Area Fraction,CFmon,%,
clcalipso,clcalipso,cloud_area_fraction_in_atmosphere_layer,CALIPSO Cloud Fraction,CFday,%,
clcalipso,clcalipso,cloud_area_fraction_in_atmosphere_layer,CALIPSO Percentage Cloud Cover,CFmon,%,
clhcalipso,clhcalipso,cloud_area_fraction_in_atmosphere_layer,CALIPSO High Level Cloud Fraction,CFday,%,
clhcalipso,clhcalipso,cloud_area_fraction_in_atmosphere_layer,CALIPSO Percentage High Level Cloud,CFmon,%,
cli,cli,mass_fraction_of_cloud_ice_in_air,Mass Fraction of Cloud Ice,CFday,kg kg-1,
cli,cli,mass_fraction_of_cloud_ice_in_air,Mass Fraction of Cloud Ice,Amon,kg kg-1,
clic,clic,mass_fraction_of_convective_cloud_ice_in_air,Mass Fraction of Convective Cloud Ice,CF3hr,1,
clic,clic,mass_fraction_of_convective_cloud_ice_in_air,Mass Fraction of Convective Cloud Ice,CFmon,1,
clis,clis,mass_fraction_of_stratiform_cloud_ice_in_air,Mass Fraction of Stratiform Cloud Ice,CFmon,1,
clis,clis,mass_fraction_of_stratiform_cloud_ice_in_air,Mass Fraction of Stratiform Cloud Ice,CF3hr,1,
clivi,clivi,atmosphere_mass_content_of_cloud_ice,Ice Water Path,Amon,kg m-2,
clivi,clivi,atmosphere_mass_content_of_cloud_ice,Ice Water Path,CFday,kg m-2,
cllcalipso,cllcalipso,cloud_area_fraction_in_atmosphere_layer,CALIPSO Low Level Cloud Fraction,CFday,%,
cllcalipso,cllcalipso,cloud_area_fraction_in_atmosphere_layer,CALIPSO Percentage Low Level Cloud,CFmon,%,
clmcalipso,clmcalipso,cloud_area_fraction_in_atmosphere_layer,CALIPSO Mid Level Cloud Fraction,CFday,%,
clmcalipso,clmcalipso,cloud_area_fraction_in_atmosphere_layer,CALIPSO Percentage Mid Level Cloud,CFmon,%,
cls,cls,stratiform_cloud_area_fraction_in_atmosphere_layer,Stratiform Cloud Area Fraction,CF3hr,%,
cls,cls,stratiform_cloud_area_fraction_in_atmosphere_layer,Stratiform Cloud Area Fraction,CFmon,%,
clt,clt,cloud_area_fraction,Total Cloud Fraction,day,%,
clt,clt,cloud_area_fraction,Total Cloud Fraction,3hr,%,
clt,clt,cloud_area_fraction,Total Cloud Fraction,Amon,%,
cltc,cltc,convective_cloud_area_fraction,Convective Cloud Fraction,CF3hr,%,
cltcalipso,cltcalipso,cloud_area_fraction,CALIPSO Total Cloud Fraction,CFday,%,
cltcalipso,cltcalipso,cloud_area_fraction,CALIPSO Percentage Total Cloud,CFmon,%,
cltisccp,cltisccp,cloud_area_fraction,ISCCP Total Total Cloud Fraction,CFday,%,
cltisccp,cltisccp,cloud_area_fraction,ISCCP Total Cloud Fraction,CFmon,%,
clw,clw,mass_fraction_of_cloud_liquid_water_in_air,Mass Fraction of Cloud Liquid Water,CFday,kg kg-1,
clw,clw,mass_fraction_of_cloud_liquid_water_in_air,Mass Fraction of Cloud Liquid Water,Amon,kg kg-1,
clwc,clwc,mass_fraction_of_convective_cloud_liquid_water_in_air,Mass Fraction of Convective Cloud Liquid Water,CF3hr,1,
clwc,clwc,mass_fraction_of_convective_cloud_liquid_water_in_air,Mass Fraction of Convective Cloud Liquid Water,CFmon,1,
clws,clws,mass_fraction_of_stratiform_cloud_liquid_water_in_air,Mass Fraction of Stratiform Cloud Liquid Water,CF3hr,1,
clws,clws,mass_fraction_of_stratiform_cloud_liquid_water_in_air,Mass Fraction of Stratiform Cloud Liquid Water,CFmon,1,
clwvi,clwvi,atmosphere_mass_content_of_cloud_condensed_water,Condensed Water Path,CFday,kg m-2,
clwvi,clwvi,atmosphere_mass_content_of_cloud_condensed_water,Condensed Water Path,Amon,kg m-2,
co2,co2,mole_fraction_of_carbon_dioxide_in_air,Mole Fraction of CO2,Amon,mol mol-1,
co2mass,co2mass,atmosphere_mass_of_carbon_dioxide,Total Atmospheric Mass of CO2,Amon,kg,
cropFrac,cropFrac,area_fraction,Percentage Crop Cover,Lmon,%,
demc,demc,convective_cloud_longwave_emissivity,Convective Cloud Emissivity,CF3hr,1,
dems,dems,stratiform_cloud_longwave_emissivity,Stratiform Cloud Emissivity,CF3hr,1,
difmxybo,difmxybo,ocean_momentum_xy_biharmonic_diffusivity,Ocean Momentum XY Biharmonic Diffusivity,Oclim,m4 s-1,
difmxylo,difmxylo,ocean_momentum_xy_laplacian_diffusivity,Ocean Momentum XY Laplacian Diffusivity,Oclim,m2 s-1,
diftrbbo,diftrbbo,ocean_tracer_biharmonic_diffusivity_due_to_parameterized_mesoscale_eddy_advection,Ocean Tracer Bolus Biharmonic Diffusivity,Oclim,m4 s-1,
